baseline,file,line,symbol,language,status,audit_refs
94ff55f,src/akasha/api/collection.mojo,539,PersistentCollection.close,Mojo,discussed_in_audit,L01
94ff55f,src/akasha/api/collection.mojo,556,PersistentCollection.background_maintenance_enabled,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,559,PersistentCollection.schedule_maintenance,Mojo,discussed_in_audit,L01
94ff55f,src/akasha/api/collection.mojo,564,PersistentCollection.wait_for_maintenance,Mojo,discussed_in_audit,L01
94ff55f,src/akasha/api/collection.mojo,569,PersistentCollection.last_sequence,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,574,PersistentCollection.metadata_live_count,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,579,PersistentCollection.metadata_match_count,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,584,PersistentCollection.hnsw_cache_hit,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,589,PersistentCollection.metadata_cache_hit,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,594,PersistentCollection.hnsw_available,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,599,PersistentCollection.hnsw_unavailable_reason,Mojo,inventory_only,
94ff55f,src/akasha/api/collection.mojo,604,PersistentCollection.last_dense_plan_reason,Mojo,inventory_only,
